Title	Reading time (min)	Author	Last Name	Name	Country	Genre	Birth Year	Death Year	Linked Authors	Categories
El último trato	1.07	Rabindranath	Tagore	Tagore, Rabindranath	India	Unknown	1861.0	1941.0	Dante Alighieri,Federico García Lorca,Gabriela Mistral,Graham Greene,Johann Wolfgang von Goethe,José Ortega y Gasset,Juan Ramón Jiménez,León Tolstoi,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Robert Frost,Thomas Mann,Victoria Ocampo,W. B. Yeats,Yasunari Kawabata	Aforistas,Alumnado de la Universidad de Calcuta,Alumnado del University College de Londres,Autores de himnos nacionales,Dramaturgos de India,Escritores de Bangladés,Escritores de India del siglo XIX,Escritores de India del siglo XX,Escritores en bengalí,Fallecidos en 1941,Filósofos de India del siglo XIX,Filósofos de India del siglo XX,Hombres,Indios laureados con el Premio Nobel de Literatura,Knights Bachelor,Laureados con el Premio Nobel 1913,Nacidos en 1861,Nacidos en Calcuta,Novelistas de India del siglo XIX,Novelistas de India del siglo XX,Pedagogos de India,Poetas de India del siglo XIX,Poetas de India del siglo XX,Rabindranath Tagore
El león	0.95	Jean de	La Fontaine	La Fontaine, Jean de	France	Romanticism	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
La eterna canción	4.125	Camilo José	Cela	Cela, Camilo José	Unknown	Romanticism	1916.0	2002.0	Alfonso Canales,Dionisio Ridruejo,José García Nieto,José Ortega y Gasset,José Saramago,José Ángel Valente,María Zambrano,Max Aub,Miguel Hernández,Naguib Mahfuz,Octavio Paz,Pedro Salinas	Académicos de la Real Academia Espanola,Actores de cine de Espana,Actores de la provincia de La Coruna,Alumnos de Derecho de la Universidad Complutense de Madrid,Amotinados Mayores,Caballeros grandes cruces de la Orden de Carlos III,Caballeros grandes cruces de la Orden de Isabel la Católica,Camilo José Cela,Doctores honorarios de la Universidad Hebrea de Jerusalén,Doctores honorarios de la Universidad de Tel Aviv,Doctores honoris causa de la Universidad Nacional Mayor de San Marcos,Doctores honoris causa por la Universidad Complutense de Madrid,Doctores honoris causa por la Universidad de Santiago de Compostela,Escritores de Espana del siglo XX,Escritores en espanol del siglo XX,Escritores sobre viajes del siglo XX,Espanoles laureados con el Premio Nobel de Literatura,Fallecidos en 2002,Fallecidos en Madrid,Fallecidos por complicaciones cardiovasculares,Galardonados con el Premio Princesa de Asturias de las Letras,Galardonados con la Orden del Libertador San Martín,Ganadores del Premio Cervantes,Ganadores del Premio Planeta,Ganadores del Premio de la Crítica de narrativa castellana,Grandes cruces de la Orden El Sol del Perú,Guionistas de cine de Espana,Guionistas de televisión de Espana,Hijos adoptivos de Madrid,Hombres,Laureados con el Premio Nobel 1989,Laureados con el Premio Nobel de Literatura por idioma espanol,Marqueses de Iria Flavia,Miembros de la Real Academia Gallega,Militares de la guerra civil espanola sublevados,Nacidos en 1916,Nacidos en Padrón,Novelistas de Espana del siglo XX,Novelistas de Galicia,Poetas de Galicia,Premio Mariano de Cavia,Premio Nacional de Narrativa,Premios Nobel de Espana,Senadores de Espana por designación real
La estatua	0.99	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
El cuervo y la culebra	0.325	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
Sin respuesta	6.54	Emilia	Pardo Bazán	Pardo Bazán, Emilia	Unknown	Romanticism	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
Susannah	4.59	Katherine	Mansfield	Mansfield, Katherine	New Zealand	Modernism	1888.0	1923.0	Virginia Woolf	Bisexuales de Nueva Zelanda,Círculo de Bloomsbury,Diaristas,Escritoras de Nueva Zelanda,Escritores LGBT de Nueva Zelanda,Escritores bisexuales,Escritores de Nueva Zelanda del siglo XX,Escritores en inglés,Fallecidos en 1923,Fallecidos en Fontainebleau,Mujeres,Nacidos en 1888,Nacidos en Wellington
El fantasma	6.22	Enrique	Anderson Imbert	Anderson Imbert, Enrique	Argentina	Unknown	1910.0	2000.0	Unknown	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en espanol del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar
El espíritu nuevo	0.38	Leopoldo	Lugones	Lugones, Leopoldo	Argentina	Romanticism	1874.0	1938.0	José Hernández,Rubén Darío	Académicos de la Academia Nacional de la Historia de la República Argentina,Alumnado del Colegio Nacional de Monserrat,Cuentistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores de literatura gauchesca,Escritores del Modernismo,Escritores en espanol,Escritores que cometieron suicidio,Exhumados del cementerio de la Recoleta,Fallecidos en 1938,Familia Lugones,Hombres,Masones de Argentina,Microrrelatistas,Miembros de la Academia Nacional de Ciencias (Córdoba),Nacidos en 1874,Nacionalistas de Argentina,Poetas de Argentina del siglo XX,Premio Nacional de Letras (Argentina),Suicidas de Argentina,Suicidas por envenenamiento,Suicidios en 1938,Teósofos de Argentina
La Virgen costurera	1.945	Fernán	Caballero	Caballero, Fernán	Unknown	Romanticism	1796.0	1877.0	Benito Pérez Galdós,Juan Valera,Rosalía de Castro,Washington Irving	Escritoras de Espana,Escritores católicos de Espana,Escritores con seudónimo,Escritores costumbristas de Espana,Escritores de Espana del siglo XIX,Escritores de Suiza del siglo XIX,Escritores en espanol del siglo XIX,Espanolas del siglo XIX,Fallecidos en 1877,Fallecidos en Sevilla,Folcloristas de Espana del siglo XIX,Literatura del Realismo,Mujeres,Mujeres novelistas de Espana,Nacidos en 1796,Nacidos en Morges,Novelistas de Espana del siglo XIX
La medicina ofrece	0.08	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Es solo política	0.31	Slawomir	Mrozek	Mrozek, Slawomir	Poland	Unknown	1930.0	2013.0	Sergio Pitol	Caballeros de la Legión de Honor,Cuentistas de Polonia,Dibujantes de Polonia,Doctores honoris causa por la Universidad de Cracovia,Dramaturgos de Polonia,Escritores de Polonia del siglo XX,Escritores en polaco,Fallecidos en 2013,Fallecidos en Niza,Historietistas de Polonia,Hombres,Nacidos en 1930,Nacidos en el voivodato de Pequena Polonia
Si los tiburones fueran hombres II	0.765	Bertolt	Brecht	Brecht, Bertolt	Germany	Unknown	1898.0	1956.0	Friedrich Hölderlin,William Shakespeare	Bertolt Brecht,Candidatos al Premio Nobel de Literatura,Comunistas de Alemania,Críticos de teatro de Alemania,Directores de teatro de Alemania,Dramaturgos de Alemania del siglo XX,Escritores de Alemania del siglo XX,Escritores del exilio alemán 1933-1945,Escritores en alemán,Escritores modernos de ficción relacionada con la mitología griega,Exiliados de Estados Unidos,Fallecidos en 1956,Fallecidos en Berlín,Fallecidos por infarto agudo de miocardio,Hombres,Lista negra de Hollywood,Marxistas de Alemania,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1898,Nacidos en Augsburgo,Personas que dan nombre a un asteroide,Poesía moderna,Poetas de Alemania del siglo XX,Premio Kleist,Satíricos de Alemania
De fusilamientos	2.355	Julio	Torri	Torri, Julio	Mexico	Unknown	1889.0	1970.0	Heinrich Heine	Abogados de Coahuila,Escritores de Coahuila,Fallecidos en 1970,Fallecidos en Ciudad de México,Hombres,Microrrelatistas,Miembros de la Academia Mexicana de la Lengua,Miembros del Ateneo de la Juventud Mexicana,Nacidos en 1889,Nacidos en Saltillo
El Buen Dios de Chemillé, que no está a favor ni en contra	5.715	Alphonse	Daudet	Daudet, Alphonse	France	Unknown	1840.0	1897.0	Unknown	Alphonse Daudet,Cuentistas de Francia del siglo XIX,Escritores de Francia del siglo XIX,Escritores en francés del siglo XIX,Fallecidos en 1897,Fallecidos en París,Fallecidos por sífilis,Hombres,Nacidos en 1840,Nacidos en Nimes,Novelistas de Francia del siglo XIX,Sepultados en el cementerio del Père-Lachaise
Pobre gente	5.26	León	Tolstoi	Tolstoi, León	Russia	Romanticism	1828.0	1910.0	Rainer Maria Rilke,Stefan Zweig	Aforistas,Anarco-pacifistas,Anarquismo cristiano,Anarquistas de Rusia,Candidatos al Premio Nobel de Literatura,Candidatos al Premio Nobel de la Paz,Condes de Rusia,Conversos al cristianismo,Cristianos de Rusia,Cristianos del siglo XIX,Cristianos del siglo XX,Educadores de Rusia,Escritores cristianos,Escritores de Rusia del siglo XIX,Escritores en ruso,Fallecidos en 1910,Fallecidos por neumonía en Rusia,Filósofos cristianos,Georgistas,Hombres,León Tolstói,Literatura del Realismo,Movimiento tolstoyano,Nacidos en 1828,Novelistas de Rusia del siglo XIX,Pacifistas de Rusia,Pedagogos anarquistas,Pedagogos de Rusia,Personas de la Guerra de Crimea,Socios correspondientes de la Academia Brasilena de Letras
El kamikaze	1.41	Slawomir	Mrozek	Mrozek, Slawomir	Poland	Unknown	1930.0	2013.0	Sergio Pitol	Caballeros de la Legión de Honor,Cuentistas de Polonia,Dibujantes de Polonia,Doctores honoris causa por la Universidad de Cracovia,Dramaturgos de Polonia,Escritores de Polonia del siglo XX,Escritores en polaco,Fallecidos en 2013,Fallecidos en Niza,Historietistas de Polonia,Hombres,Nacidos en 1930,Nacidos en el voivodato de Pequena Polonia
Pimentilla en la ratonera	6.875	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
El gato con botas	1.355	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
La que era sorda	1.845	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
Era tan mal guitarrista	0.06	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Las hadas de Francia	5.965	Alphonse	Daudet	Daudet, Alphonse	France	Unknown	1840.0	1897.0	Unknown	Alphonse Daudet,Cuentistas de Francia del siglo XIX,Escritores de Francia del siglo XIX,Escritores en francés del siglo XIX,Fallecidos en 1897,Fallecidos en París,Fallecidos por sífilis,Hombres,Nacidos en 1840,Nacidos en Nimes,Novelistas de Francia del siglo XIX,Sepultados en el cementerio del Père-Lachaise
El buen rey león	0.555	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
El ermitano y el buscador	1.295	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
El trágico	5.715	Anton	Chejov	Chejov, Anton	Russia	Dramaturgy	1860.0	1904.0	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi
El progreso y la tradición	1.635	Slawomir	Mrozek	Mrozek, Slawomir	Poland	Unknown	1930.0	2013.0	Sergio Pitol	Caballeros de la Legión de Honor,Cuentistas de Polonia,Dibujantes de Polonia,Doctores honoris causa por la Universidad de Cracovia,Dramaturgos de Polonia,Escritores de Polonia del siglo XX,Escritores en polaco,Fallecidos en 2013,Fallecidos en Niza,Historietistas de Polonia,Hombres,Nacidos en 1930,Nacidos en el voivodato de Pequena Polonia
El gato y el ratón	0.945	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
El hombre del abrigo marrón	4.685	Sherwood	Anderson	Anderson, Sherwood	United States	Unknown	1876.0	1941.0	Carl Sandburg	Ensayistas de Estados Unidos,Escritores de Estados Unidos del siglo XIX,Escritores de Estados Unidos del siglo XX,Fallecidos en 1941,Fallecidos en Colón (Panamá),Hombres,Miembros de la Academia Estadounidense de las Artes y las Letras,Nacidos en 1876,Nacidos en Ohio,Novelistas de Estados Unidos,Personas del Dil Pickle Club
La estatua de bronce	5.645	Juan Vicente	Camacho	Camacho, Juan Vicente	Venezuela	Unknown	1829.0	1872.0	Charles Baudelaire,Edgar Allan Poe,Ricardo Palma	Diplomáticos de Venezuela,Escritores de Venezuela,Escritores de Venezuela del siglo XIX,Escritores de ciencia ficción de Venezuela,Escritores de literatura fantástica de Venezuela,Fallecidos en 1872,Nacidos en 1829,Poetas de Venezuela del siglo XIX
Historia de la senorita grano de polvo, bailarina del sol	6.75	Teresa de la	Parra	Parra, Teresa de la	Venezuela	Romanticism	1889.0	1936.0	Alphonse Daudet,Anatole France,Fray Luis de León,Gabriela Mistral,Gustave Flaubert,Guy de Maupassant,José Rafael Pocaterra,Marcel Proust,Maurice Maeterlinck,Pierre Loti,Rubén Darío,Rómulo Gallegos,San Juan de la Cruz	Escritoras de Venezuela,Escritores de Venezuela,Escritores de Venezuela del siglo XX,Escritores en espanol,Escritores en espanol del siglo XX,Escritores modernos de ficción relacionada con la mitología griega,Fallecidos en 1936,Fallecidos en Madrid,Fallecidos por tuberculosis,Familia Parra,Mujeres,Mujeres del siglo XIX,Mujeres del siglo XX,Mujeres novelistas de Venezuela,Nacidos en 1889,Nacidos en París,Narrativa,Novelistas de Espana del siglo XX,Novelistas de Venezuela,Venezolanos
Las moscas	5.245	Horacio	Quiroga	Quiroga, Horacio	Uruguay	Unknown	1878.0	1937.0	Alfonsina Storni,Charles Baudelaire,Edgar Allan Poe,Guy de Maupassant,Juana de Ibarbourou,Julio Herrera y Reissig,Leopoldo Lugones,Rubén Darío,Rudyard Kipling	Críticos de cine de Uruguay,Cuentistas de Argentina,Cuentistas de Uruguay,Emigrantes uruguayos hacia Argentina,Escritores de aventuras,Escritores de literatura infantil y juvenil de Uruguay,Escritores de terror de Argentina,Escritores de terror de Uruguay,Escritores en espanol del siglo XX,Escritores que cometieron suicidio,Expatriados uruguayos en Argentina,Fallecidos en 1937,Hombres,Horacio Quiroga,Nacidos en 1878,Nacidos en Salto,Suicidas de Uruguay,Suicidas por envenenamiento,Suicidios en 1937
Los lobos y los carneros	0.495	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
La novelista	2.945	Patricia	Highsmith	Highsmith, Patricia	United States	Suspense	1921.0	1995.0	Graham Greene,Guy de Maupassant,Raymond Chandler	Escritoras LGBT de Estados Unidos,Escritoras de Estados Unidos,Escritores bisexuales,Escritores de Estados Unidos del siglo XX,Escritores de ficción psicológica,Escritores de género policiaco,Escritores de novela negra,Escritores de suspenso,Escritores en inglés del siglo XX,Fallecidos en 1995,Fallecidos en Locarno,Fallecidos por cáncer en Suiza,Fallecidos por leucemia,Historia LGBT de Estados Unidos,Mujeres,Mujeres historietistas,Nacidos en 1921,Nacidos en Fort Worth,Patricia Highsmith
Parto	0.59	Ryunosuke	Akutagawa	Akutagawa, Ryunosuke	Japan	Romanticism	1892.0	1927.0	Anatole France,Jorge Luis Borges,William Butler Yeats	Alumnado de la Universidad de Tokio,Cuentistas de Japón,Escritores de Japón del siglo XX,Escritores en japonés,Escritores que cometieron suicidio,Fallecidos en 1927,Fallecidos en Tokio,Hombres,Nacidos en 1892,Nacidos en Tokio,Novelistas de Japón del siglo XX,Ryūnosuke Akutagawa,Suicidas de Japón,Suicidas por sobredosis de barbitúricos
El profeta ermitano	0.79	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
Eva	2.39	Juan José	Arreola	Arreola, Juan José	Mexico	Unknown	1918.0	2001.0	Charles Baudelaire,Eduardo Lizalde,Elsa Cross,Elías Nandino,Federico García Lorca,Franz Kafka,Giovanni Papini,Hans Christian Andersen,Jaime Torres Bodet,Jean de La Fontaine,Jorge Luis Borges,José Emilio Pacheco,José Revueltas,Juan Rulfo,Jules Renard,Julio Cortázar,Julio Torri,Marcel Proust,Marcel Schwob,Octavio Paz,Paul Valéry,Ramón López Velarde,Rubén Bonifaz Nuno,Walt Whitman,Xavier Villaurrutia	Académicos e investigadores de la Universidad Nacional Autónoma de México,Alumnado de El Colegio de México,Cuentistas de México del siglo XX,Doctores honoris causa de la Universidad de Colima,Editores de México,Escritores de Jalisco,Escritores en espanol del siglo XX,Fallecidos en 2001,Fallecidos en Guadalajara (México),Hombres,Microrrelatistas,Nacidos en 1918,Nacidos en Ciudad Guzmán,Premio Internacional Alfonso Reyes,Premio Nacional de Ciencias y Artes (México),Premio Nacional de Periodismo de México,Premio Xavier Villaurrutia
Tormenta en el río	5.495	Dino	Buzzati	Buzzati, Dino	Italy	Unknown	1906.0	1972.0	Albert Camus,Jean-Paul Sartre,Thomas Mann	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX
Una mujer sin prejuicios	6.65	Anton	Chejov	Chejov, Anton	Russia	Dramaturgy	1860.0	1904.0	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi
El hielo	0.045	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Escríbalo usted	1.625	José	Saramago	Saramago, José	Portugal	Unknown	1922.0	2010.0	Camilo José Cela,Charles Baudelaire,Günter Grass	Activistas pro saharauis,Ateos activistas,Ateos de Portugal,Autodidactas,Blogueros de Portugal,Comunistas de Portugal,Doctores honoris causa de la Universidad de Santiago de Chile,Doctores honoris causa por la Universidad Autónoma de Madrid,Doctores honoris causa por la Universidad Politécnica de Valencia,Doctores honoris causa por la Universidad de Alberta,Doctores honoris causa por la Universidad de Castilla-La Mancha,Doctores honoris causa por la Universidad de Granada,Doctores honoris causa por la Universidad de Las Palmas de Gran Canaria,Doctores honoris causa por la Universidad de Salamanca,Doctores honoris causa por la Universidad de Sevilla,Dramaturgos de Portugal,Ensayistas de Portugal,Escritores de Portugal del siglo XX,Escritores de Portugal del siglo XXI,Escritores de literatura fantástica de Portugal,Escritores en portugués,Fallecidos en 2010,Fallecidos en Lanzarote,Fallecidos por falla multiorgánica,Graduados honorarios de University College Dublin,Grandes collares de la Orden de Santiago de la Espada,Hijos predilectos de Andalucía,Hombres,Iberistas,José Saramago,Laureados con el Premio Nobel 1998,Nacidos en 1922,Nacidos en Golegã,Novelistas de Portugal,Poetas de Portugal,Portugueses laureados con el Premio Nobel de Literatura,Premio Camões,Socios correspondientes de la Academia Brasilena de Letras,Traductores de León Tolstói
El espejo chino	0.995	Unknown	Anónimo	Anónimo	China	Unknown	0.0	0.0	Unknown	Unknown
Amor	0.055	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Lo que es ignorar la lengua del país	4.785	Alexandre (padre)	Dumas	Dumas, Alexandre (padre)	France	Unknown	1802.0	1870.0	Unknown	Unknown
Los dos amigos	0.565	Jean de	La Fontaine	La Fontaine, Jean de	France	Romanticism	1621.0	1695.0	Charles Perrault,Giovanni Boccaccio	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII
Las murallas de Anagoor	6.435	Dino	Buzzati	Buzzati, Dino	Italy	Unknown	1906.0	1972.0	Albert Camus,Jean-Paul Sartre,Thomas Mann	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX
